alpha,beta,sigma,specie
-4.697440484,2.909322321,0.091838492,GADUMER
-4.660464927,2.950084999,0.097521647,GADUMER
-4.879419902,3.000473474,0.097323967,GADUMER
-4.690977676,2.949408684,0.08872896,GADUMER
-4.904513066,2.943491169,0.09238119,GADUMER
-5.008642755,2.990076452,0.091468978,GADUMER
-4.630186947,2.921610781,0.089179823,GADUMER
-4.760760673,2.965322883,0.098726388,GADUMER
-4.693948482,2.898592763,0.092720818,GADUMER
-4.443994703,3.068435631,0.089199481,GADUMER
-4.496633852,2.98062012,0.088650472,GADUMER
-4.595479011,2.981501698,0.102056527,GADUMER
-4.768358251,2.978448272,0.099746547,GADUMER
-4.82507844,2.879203401,0.090776176,GADUMER
-4.673025642,2.931153417,0.088820268,GADUMER
-4.75365806,2.940148421,0.088690743,GADUMER
-4.37373923,2.983810996,0.098450666,GADUMER
-4.694745889,2.971035277,0.089721922,GADUMER
-4.692681917,2.987163571,0.090530656,GADUMER
-4.45065571,2.873677019,0.091754938,GADUMER
-4.695190518,2.942028849,0.100721095,GADUMER
-4.719617902,2.908844601,0.108444197,GADUMER
-4.713749422,2.912859373,0.097789807,GADUMER
-4.563585654,2.962778642,0.1013734,GADUMER
-4.657254978,2.973817637,0.091978086,GADUMER
-4.827645973,3.050687581,0.091345224,GADUMER
-4.567963903,2.970076041,0.094869593,GADUMER
-4.652977188,2.905699418,0.0865687,GADUMER
-4.636866304,2.944156813,0.102256441,GADUMER
-4.7856636,3.008156621,0.090743986,GADUMER
-4.918166903,2.979775639,0.096060039,GADUMER
-4.694257274,2.983331832,0.094781598,GADUMER
-4.757329556,2.967230161,0.098464191,GADUMER
-4.681264409,2.950034109,0.090227534,GADUMER
-4.538187833,3.147460928,0.117371162,EUTRGUR
-4.889585531,3.058352156,0.125859996,EUTRGUR
-5.002756421,2.915571236,0.121316232,EUTRGUR
-4.788647951,3.108211404,0.148355533,EUTRGUR
-5.180084193,3.096488827,0.131381797,EUTRGUR
-4.54039974,3.080021073,0.125567998,EUTRGUR
-4.883747985,3.10898405,0.14265973,EUTRGUR
-4.163914827,3.164892204,0.13309331,EUTRGUR
-4.875193825,2.872870033,0.117128373,EUTRGUR
-5.118203442,3.022283833,0.133473409,EUTRGUR
-4.843198252,3.007603959,0.118012362,EUTRGUR
-4.715016509,3.05846984,0.121040503,EUTRGUR
-5.25533947,3.10625336,0.141305965,EUTRGUR
-4.483198102,2.892377252,0.133936082,EUTRGUR
-4.661845203,3.151914279,0.13959505,EUTRGUR
-5.056597686,3.090973626,0.116453154,EUTRGUR
-4.341923994,3.109260832,0.13043827,EUTRGUR
-5.168852334,3.136810934,0.122478459,EUTRGUR
-5.231145184,3.101707181,0.136004398,EUTRGUR
-4.690371337,3.138223552,0.149431576,EUTRGUR
-4.830778195,3.001373774,0.123390776,EUTRGUR
-5.2177856,3.094869662,0.129218028,EUTRGUR
-4.744755958,3.430190957,0.129595175,EUTRGUR
-5.479358731,3.193701039,0.131304688,EUTRGUR
-4.81353494,3.100182523,0.136331573,EUTRGUR
-4.50659239,3.120591134,0.121850253,EUTRGUR
-4.436791281,3.140879821,0.116266506,EUTRGUR
-5.116083572,2.961285104,0.130242722,EUTRGUR
-4.300966732,3.024296254,0.157129554,EUTRGUR
-5.016653523,3.056457687,0.110141879,EUTRGUR
-4.563780972,3.059537865,0.119521881,EUTRGUR
-4.801028289,3.091662617,0.122015342,EUTRGUR
-5.50034076,3.05534406,0.129487067,EUTRGUR
-5.033226584,2.912170046,0.13692838,EUTRGUR
-5.088633419,3.094495793,0.124971267,EUTRGUR
-4.667295907,3.028672705,0.115152224,EUTRGUR
-5.031765829,3.051679563,0.118391424,EUTRGUR
-4.546860998,3.243436644,0.120369344,EUTRGUR
-4.968875806,3.108945153,0.151396624,EUTRGUR
-4.41430372,2.904837655,0.122926304,EUTRGUR
-4.97645324,3.057268336,0.14743381,EUTRGUR
-4.525757014,3.020725865,0.119471813,EUTRGUR
-4.897771433,2.914621353,0.129179075,EUTRGUR
-5.010275415,3.105028016,0.132599771,EUTRGUR
-4.400633532,3.061195541,0.123024236,EUTRGUR
-4.753936486,3.129940522,0.105832862,EUTRGUR
-5.06229615,3.106544114,0.117421929,EUTRGUR
-4.834657173,3.092442907,0.156666575,EUTRGUR
-5.48851698,3.05297103,0.150264157,EUTRGUR
-4.327446305,3.229543006,0.123489922,EUTRGUR
-5.117853735,3.142640018,0.143559304,EUTRGUR
-4.80884235,2.950090571,0.142058644,EUTRGUR
-5.012333219,3.082702634,0.162444849,EUTRGUR
-5.568891775,3.095754983,0.133594327,EUTRGUR
-5.446242403,2.937880467,0.13877671,EUTRGUR
-5.319089044,2.916753799,0.133725609,EUTRGUR
-4.951555476,3.079519493,0.126830903,EUTRGUR
-5.175286682,2.877538153,0.113442036,EUTRGUR
-4.417309013,2.919785951,0.135715493,EUTRGUR
-4.558638854,2.984298458,0.12563215,EUTRGUR
-5.184945559,3.225269258,0.14376004,EUTRGUR
-4.552912092,3.098659687,0.151130035,EUTRGUR
-4.548798535,2.994609067,0.133264798,EUTRGUR
-4.992736092,3.15168988,0.124720542,EUTRGUR
-5.030149174,3.040070072,0.128189427,EUTRGUR
-4.952290265,2.900832736,0.120874605,EUTRGUR
-4.56522624,3.071842568,0.174068461,EUTRGUR
-4.630792341,3.065578302,0.135861337,EUTRGUR
-4.552075362,3.055258857,0.164867628,EUTRGUR
-5.120686446,3.268238233,0.119083041,EUTRGUR
-3.963385342,2.861694275,0.117053082,EUTRGUR
-4.809834051,3.136188771,0.110769674,EUTRGUR
-5.025666847,3.058729658,0.121288319,EUTRGUR
-4.561177724,3.061757878,0.119394718,EUTRGUR
-5.532992622,2.938037877,0.142407382,EUTRGUR
-4.657600131,2.960310295,0.131935647,EUTRGUR
-5.031401368,3.104460452,0.117041623,EUTRGUR
-4.693263559,3.12703808,0.115692799,EUTRGUR
-4.622592184,2.948412394,0.130236494,EUTRGUR
-4.966473037,3.214409202,0.133086947,EUTRGUR
-5.004853324,3.100182523,0.13450796,EUTRGUR
-5.480994916,3.090319146,0.143630002,EUTRGUR
-4.626138643,3.091953668,0.126147815,EUTRGUR
-3.986997617,3.267285451,0.118053268,EUTRGUR
-4.974331094,2.918660142,0.13060106,EUTRGUR
-5.81131685,3.133845705,0.130245249,EUTRGUR
-4.647463619,3.143257694,0.129000323,EUTRGUR
-4.43335582,2.973723414,0.111201108,EUTRGUR
-5.44389957,3.227431313,0.171881734,EUTRGUR
-4.823103991,3.149053194,0.139779529,EUTRGUR
-4.652324415,2.850352964,0.106258689,EUTRGUR
-4.547940287,2.919905531,0.146212662,EUTRGUR
-5.461615084,3.107862243,0.153763357,EUTRGUR
-4.4731732,3.252632736,0.136475575,EUTRGUR
-5.11689665,3.044514041,0.133494883,EUTRGUR
-4.823068356,2.950991941,0.125871301,EUTRGUR
-4.864989989,3.158483287,0.123102618,EUTRGUR
-4.978792347,3.155416314,0.116800845,EUTRGUR
-4.6063856,3.089486637,0.14443524,EUTRGUR
-4.96954501,3.127179824,0.136842656,EUTRGUR
-4.055266532,2.901695483,0.078410266,BLENOCE
-4.053340756,2.852612758,0.073207259,BLENOCE
-4.015787265,2.905398128,0.079427105,BLENOCE
-3.920320252,2.864731268,0.07823876,BLENOCE
-4.00564656,2.801298758,0.069813281,BLENOCE
-3.878231154,2.856600576,0.081190046,BLENOCE
-3.886766417,2.982920965,0.088364842,BLENOCE
-4.143804582,2.891744734,0.077095553,BLENOCE
-3.894844484,2.953048442,0.075418543,BLENOCE
-3.828573206,2.918944759,0.081564888,BLENOCE
-3.941766531,2.939837118,0.074124537,BLENOCE
-3.881179309,2.942886283,0.076531474,BLENOCE
-3.985050585,2.971793657,0.082828069,BLENOCE
-3.870322,2.912098314,0.082097886,BLENOCE
-4.105234494,2.923298018,0.069658371,BLENOCE
-3.747395761,2.847659817,0.078118503,BLENOCE
-3.841365218,3.004336327,0.081042691,BLENOCE
-3.901312168,2.879701055,0.074169651,BLENOCE
-4.013640624,2.88752843,0.071232658,BLENOCE
-3.988175063,2.764219052,0.071518578,BLENOCE
-4.094194699,2.799457316,0.072788453,BLENOCE
-4.18956325,2.881516368,0.075139089,BLENOCE
-3.922858161,2.78043889,0.066045266,BLENOCE
-3.835188349,2.809953187,0.07672652,BLENOCE
-3.81592843,2.787219605,0.081226215,BLENOCE
-3.912352308,2.909366353,0.071447558,BLENOCE
-4.042240653,2.907469847,0.072241721,BLENOCE
-3.957642471,2.808635139,0.072001327,BLENOCE
-3.68539332,2.946482957,0.077511542,BLENOCE
-3.804225444,2.825672524,0.06763516,BLENOCE
-4.000307186,2.893810366,0.074665735,BLENOCE
-4.137292694,2.990653337,0.074145466,BLENOCE
-4.106398421,2.837858315,0.07397295,BLENOCE
-3.937331626,2.889657724,0.082182635,BLENOCE
-3.977707775,2.978610513,0.078172338,BLENOCE
-4.016491055,2.879362856,0.069846941,BLENOCE
-4.057100791,2.906014567,0.079336025,BLENOCE
-4.091964176,2.840864875,0.084280862,BLENOCE
-4.037902795,2.859440486,0.068195826,BLENOCE
-3.902049555,2.848780189,0.073644336,BLENOCE
-3.871667237,2.90465248,0.07724322,BLENOCE
-3.878849399,2.814731246,0.067693623,BLENOCE
-3.75287296,2.842762485,0.075068341,BLENOCE
-3.897385228,2.903441939,0.066858535,BLENOCE
-3.929375623,2.841921931,0.076005608,BLENOCE
-3.896213929,2.852430623,0.076068977,BLENOCE
-3.85585199,2.87118677,0.063773565,BLENOCE
-3.977598177,2.827770927,0.067688625,BLENOCE
-3.791173949,2.89775628,0.069346815,BLENOCE
-3.93221323,2.785881368,0.068755056,BLENOCE
-4.132028299,2.861646945,0.081112119,BLENOCE
-3.815680723,2.886210696,0.074246305,BLENOCE
-3.76012271,2.955274397,0.07633693,BLENOCE
-3.97509637,2.786906691,0.076876071,BLENOCE
-3.936604067,2.785778767,0.067838456,BLENOCE
-4.155533706,2.875868957,0.068570788,BLENOCE
-3.593218507,2.848461608,0.076793786,BLENOCE
-4.136842525,2.849975686,0.073065303,BLENOCE
-3.994216094,2.829012503,0.071588768,BLENOCE
-4.02060129,2.842177123,0.067214745,BLENOCE
-3.82637939,2.850765556,0.084726281,BLENOCE
-4.121958243,2.825095874,0.069934477,BLENOCE
-4.114867809,2.879336758,0.068351727,BLENOCE
-3.996130341,2.900666572,0.069599183,BLENOCE
-3.765404672,2.841810035,0.085115641,BLENOCE
-4.240160499,3.014962543,0.079339698,BLENOCE
-3.824311841,2.899188412,0.076047398,BLENOCE
-4.032518848,2.954484207,0.085134408,BLENOCE
-4.125062146,2.803340916,0.07553723,BLENOCE
-4.042295431,2.851690662,0.082620658,BLENOCE
-4.058312704,2.892693019,0.080288715,BLENOCE
-3.934465708,2.902152502,0.069441716,BLENOCE
-4.253955946,2.929831089,0.07831055,BLENOCE
-3.747919999,2.841908261,0.079709318,BLENOCE
-4.135998958,2.834389924,0.070755591,BLENOCE
-3.972760481,2.961093115,0.066857705,BLENOCE
-3.910727903,2.858146133,0.082771459,BLENOCE
-4.017811008,2.882383459,0.074913957,BLENOCE
-4.06101013,2.845799528,0.073021086,BLENOCE
-3.965140802,2.865940491,0.066717329,BLENOCE
-4.074108343,2.795929097,0.073408487,BLENOCE
-4.084168608,2.922736317,0.07237471,BLENOCE
-4.240158163,2.707635554,0.072669369,BLENOCE
-4.192525817,2.924412734,0.070239627,BLENOCE
-3.767432378,2.865099709,0.071723676,BLENOCE
-3.8691605,2.894835521,0.065499838,BLENOCE
-3.928627682,2.915310757,0.081048612,BLENOCE
-4.112316612,2.91522343,0.072749976,BLENOCE
-4.073423648,2.864556833,0.084239328,BLENOCE
-4.170116649,2.859768244,0.078288237,BLENOCE
-4.01114733,2.918177704,0.072706311,BLENOCE
-4.091025884,2.814761163,0.069104159,BLENOCE
-4.073767836,2.797493794,0.070578121,BLENOCE
-3.80119626,2.925004025,0.072599079,BLENOCE
-4.019222967,2.842023662,0.072507673,BLENOCE
-4.009189477,2.999996113,0.070449667,BLENOCE
-3.983286687,2.835673257,0.072574846,BLENOCE
-4.002989795,2.896686064,0.083363418,BLENOCE
-3.949137978,2.899717176,0.070103196,BLENOCE
-4.121031979,2.894300383,0.070506265,BLENOCE
