alpha,beta,sigma,specie
-1.560167428,2.856771063,0.163800847,PECTJAC
-1.220360013,2.882292287,0.162318972,PECTJAC
-1.238157524,2.71388696,0.163718919,PECTJAC
-1.207300932,2.718775224,0.160024092,PECTJAC
-1.304095597,2.750136905,0.160869981,PECTJAC
-1.655588853,2.768233779,0.163528541,PECTJAC
-1.399268193,2.702061768,0.161665118,PECTJAC
-1.516192406,2.743203869,0.158743092,PECTJAC
-1.437486472,2.771528042,0.159379537,PECTJAC
-1.70807361,2.7196655,0.162208677,PECTJAC
-1.548027369,2.709803374,0.160948792,PECTJAC
-1.359401377,2.669781781,0.160874092,PECTJAC
-1.530985501,2.908455147,0.163044409,PECTJAC
-1.561464664,2.648358949,0.16275437,PECTJAC
-1.364145156,2.863809839,0.163940572,PECTJAC
-1.405023704,2.795530025,0.162119552,PECTJAC
-1.426580276,2.617159426,0.164630066,PECTJAC
-1.404625523,2.710991103,0.161832097,PECTJAC
-1.292660085,2.921346495,0.162950059,PECTJAC
-1.442982411,2.555406719,0.163986233,PECTJAC
-1.456325894,2.693042872,0.161505292,PECTJAC
-1.512935722,2.898866974,0.159860805,PECTJAC
-1.096256399,2.836670501,0.156822121,PECTJAC
-1.597184088,2.79444416,0.163557398,PECTJAC
-1.354236462,2.787304941,0.164339514,PECTJAC
-1.383791514,2.775081618,0.161739715,PECTJAC
-1.386940185,2.782247125,0.163770442,PECTJAC
-1.426921294,2.806278096,0.161965894,PECTJAC
-1.410353442,2.752809299,0.162690245,PECTJAC
-1.358496054,2.702790589,0.161317036,PECTJAC
-5.808968569,3.196365338,0.157740083,RAJAAST
-5.787971084,3.213911895,0.157771697,RAJAAST
-5.807076244,3.173288865,0.165274102,RAJAAST
-5.985332954,3.213198214,0.162217272,RAJAAST
-5.843759785,3.207012143,0.15591229,RAJAAST
-5.792855103,3.198693306,0.159786018,RAJAAST
-5.812411706,3.211147319,0.173073913,RAJAAST
-5.849614294,3.213517459,0.160963229,RAJAAST
-5.755534357,3.20168734,0.166402603,RAJAAST
-5.862827275,3.20904998,0.163969205,RAJAAST
-5.709529723,3.1883148,0.162655903,RAJAAST
-5.76114383,3.183152783,0.167299986,RAJAAST
-5.781206355,3.189947591,0.165560937,RAJAAST
-5.883004895,3.200594538,0.151564919,RAJAAST
-5.800513316,3.191684282,0.156826567,RAJAAST
-5.955875842,3.230123756,0.166277157,RAJAAST
-5.927968087,3.200196912,0.156646659,RAJAAST
-5.795784811,3.211345044,0.156924073,RAJAAST
-5.73116906,3.196874482,0.155726922,RAJAAST
-5.843056291,3.234727784,0.157066778,RAJAAST
-5.813760975,3.21524891,0.162231921,RAJAAST
-5.792562009,3.187536584,0.158709165,RAJAAST
-5.883150693,3.201355784,0.166066353,RAJAAST
-5.810999107,3.225149684,0.155489231,RAJAAST
-5.935517,3.231809338,0.16874661,RAJAAST
-5.746726372,3.215646949,0.170183417,RAJAAST
-5.745829976,3.193836564,0.157546968,RAJAAST
-5.833251252,3.224403871,0.157726109,RAJAAST
-5.884316868,3.201407416,0.158022156,RAJAAST
-5.841663872,3.21319251,0.168469553,RAJAAST
-5.921481553,3.175089262,0.162074808,RAJAAST
-5.821677359,3.191394651,0.163237271,RAJAAST
-5.744291467,3.193101107,0.1607206,RAJAAST
-5.80133852,3.2111598,0.160260594,RAJAAST
-5.859906621,3.170260016,0.162146873,RAJAAST
-5.825409867,3.192684738,0.16000121,RAJAAST
-5.765003757,3.233893515,0.158984017,RAJAAST
-5.824831981,3.194293767,0.155410325,RAJAAST
-5.827250737,3.189309408,0.158114464,RAJAAST
-5.852208343,3.22658665,0.169419439,RAJAAST
-5.803136571,3.194342684,0.15835709,RAJAAST
-5.809036315,3.202411217,0.173957253,RAJAAST
-5.838100665,3.209718755,0.158171592,RAJAAST
-5.798028585,3.215760061,0.164268581,RAJAAST
-5.868065944,3.202545971,0.167219456,RAJAAST
-5.81931098,3.199480799,0.165823223,RAJAAST
-5.869265332,3.207955068,0.1614736,RAJAAST
-5.85634938,3.20070845,0.160174553,RAJAAST
-5.948753178,3.189696434,0.162795257,RAJAAST
-5.835370208,3.209969395,0.163876173,RAJAAST
-5.772157469,3.211427113,0.154447014,RAJAAST
-5.857103067,3.209595102,0.162287633,RAJAAST
-5.800866757,3.200294316,0.162760589,RAJAAST
-5.876288238,3.187607795,0.162654359,RAJAAST
-5.847348916,3.223569278,0.156278006,RAJAAST
-5.92824345,3.200589948,0.162517599,RAJAAST
-5.76573752,3.193646626,0.162876327,RAJAAST
-5.804199531,3.173567994,0.161941363,RAJAAST
-5.823660948,3.227190488,0.15946824,RAJAAST
-5.845166768,3.206487458,0.160911169,RAJAAST
-5.803615171,3.225253803,0.162656771,RAJAAST
-5.857124108,3.198491769,0.157341769,RAJAAST
-5.844773429,3.235635466,0.164115533,RAJAAST
-5.874236172,3.21551206,0.157439393,RAJAAST
-5.828835237,3.226916962,0.164669884,RAJAAST
-5.870225613,3.190607186,0.158839912,RAJAAST
-5.853819916,3.218518661,0.158306803,RAJAAST
-5.838839291,3.199290264,0.158929149,RAJAAST
-5.763548274,3.205484578,0.160061605,RAJAAST
-5.75785019,3.21394822,0.159046069,RAJAAST
-5.853163209,3.183772663,0.169021572,RAJAAST
-5.874835658,3.168499893,0.153821547,RAJAAST
-5.797151254,3.215430207,0.164289222,RAJAAST
-5.846087213,3.189137223,0.159311733,RAJAAST
-5.779385058,3.202062913,0.169996503,RAJAAST
-5.952963685,3.20560493,0.160156663,RAJAAST
-5.795064399,3.206275923,0.159834801,RAJAAST
-5.815463549,3.205005432,0.166069967,RAJAAST
-5.880338434,3.181761624,0.16138455,RAJAAST
-5.785413407,3.183598376,0.161557668,RAJAAST
-5.851870083,3.189613386,0.168105251,RAJAAST
-5.838401448,3.193968085,0.168928201,RAJAAST
-5.863108524,3.203327707,0.158276487,RAJAAST
-5.944332507,3.216931385,0.162100037,RAJAAST
-5.768781237,3.188596931,0.159741085,RAJAAST
-5.888685096,3.191222067,0.162308647,RAJAAST
-5.86170229,3.217165865,0.162617556,RAJAAST
-5.877077031,3.190729676,0.160581802,RAJAAST
-5.863927314,3.183463066,0.158280735,RAJAAST
-5.846291836,3.210701762,0.160788864,RAJAAST
-5.887782924,3.178000754,0.159905613,RAJAAST
-5.931801225,3.207356531,0.159754567,RAJAAST
-5.856632879,3.226039491,0.157276625,RAJAAST
-5.834030858,3.186122431,0.164153793,RAJAAST
-5.778663967,3.224933021,0.174039146,RAJAAST
-5.745765765,3.235599715,0.155001817,RAJAAST
-5.806085825,3.228911727,0.159420648,RAJAAST
-5.786579785,3.188255478,0.151573032,RAJAAST
-5.86030563,3.207712882,0.161791808,RAJAAST
-5.888321701,3.20511335,0.161414412,RAJAAST
-4.685706133,3.014920927,0.153972682,SCOHRHO
-4.732014179,3.066244033,0.167191056,SCOHRHO
-4.529258909,3.066400039,0.160954493,SCOHRHO
-4.703712413,3.139154311,0.16465175,SCOHRHO
-4.640790889,3.016627388,0.160658474,SCOHRHO
-4.544489672,3.017019747,0.168069463,SCOHRHO
-4.540513246,3.063491667,0.166828231,SCOHRHO
-4.662830328,3.110245878,0.158685225,SCOHRHO
-4.651355214,3.064540407,0.172441639,SCOHRHO
-4.815981923,3.096046983,0.155176447,SCOHRHO
-4.41032946,3.067819412,0.179619936,SCOHRHO
-4.607734844,3.063410426,0.168479873,SCOHRHO
-4.754742255,3.061696158,0.160136351,SCOHRHO
-4.711037798,3.074751157,0.174860597,SCOHRHO
-4.620698928,3.062868907,0.170235103,SCOHRHO
-4.568996045,3.064703983,0.160604779,SCOHRHO
-4.548467053,3.021676964,0.168655355,SCOHRHO
-4.56806635,2.999383424,0.163033919,SCOHRHO
-4.753263071,2.997646621,0.165388217,SCOHRHO
-4.540143246,3.068075221,0.161725305,SCOHRHO
-4.814544973,3.067636753,0.168425456,SCOHRHO
-4.75177478,3.035540988,0.154529959,SCOHRHO
-4.559815555,3.165416203,0.153623022,SCOHRHO
-4.544489672,3.1004591,0.168479873,SCOHRHO
-4.643348131,3.033575788,0.171864182,SCOHRHO
-4.660404566,3.0220603,0.165067501,SCOHRHO
-4.647462226,3.069038187,0.160309702,SCOHRHO
-4.543676983,3.048332974,0.163183871,SCOHRHO
-4.533795062,3.062038713,0.170789514,SCOHRHO
-4.683475979,3.091213038,0.168479873,SCOHRHO
-4.532271036,3.048959945,0.168479873,SCOHRHO
-4.655133727,3.066025931,0.158906818,SCOHRHO
-4.627357825,3.064303336,0.154674116,SCOHRHO
-4.378609564,3.063361943,0.154518246,SCOHRHO
-4.552569515,3.090787497,0.163069816,SCOHRHO
-4.661972224,3.066244033,0.16181774,SCOHRHO
-4.544489672,3.096404649,0.168479873,SCOHRHO
-4.648569226,3.068364055,0.16204676,SCOHRHO
-4.544379001,3.02768811,0.168032925,SCOHRHO
-4.831662854,3.065564986,0.157516294,SCOHRHO
-4.758848227,3.066244033,0.152205105,SCOHRHO
-4.543182885,3.064579016,0.157837578,SCOHRHO
-4.53048265,3.051557335,0.158399366,SCOHRHO
-4.595634725,3.057780598,0.1683313,SCOHRHO
-4.543182885,3.066244033,0.161829619,SCOHRHO
-4.576850885,3.066244033,0.161347752,SCOHRHO
-4.570760972,3.020510033,0.168833416,SCOHRHO
-4.5388295,3.056156491,0.16409446,SCOHRHO
-4.453474593,3.092704435,0.168368742,SCOHRHO
-4.543182885,3.062885375,0.161602407,SCOHRHO
-4.543182885,3.068962527,0.168479873,SCOHRHO
-4.630261199,3.057444317,0.168220596,SCOHRHO
-4.400730571,3.037044638,0.1530989,SCOHRHO
-4.822668554,3.081480879,0.166933424,SCOHRHO
-4.692687051,3.057734914,0.16838106,SCOHRHO
-4.617086124,3.088947194,0.168722346,SCOHRHO
-4.428230299,3.06284206,0.158947128,SCOHRHO
-4.554439235,3.039072317,0.161487282,SCOHRHO
-4.41939349,3.062926014,0.161819642,SCOHRHO
-4.437918262,3.066244033,0.158115867,SCOHRHO
-4.563064411,3.179495862,0.169286532,SCOHRHO
-4.537327489,3.066244033,0.161509159,SCOHRHO
-4.552569515,3.067065323,0.168479873,SCOHRHO
-4.409182479,3.085750942,0.158278982,SCOHRHO
-4.600589403,3.064098764,0.158080306,SCOHRHO
-4.594579027,3.083380101,0.160806645,SCOHRHO
-4.537768427,3.073343644,0.154359988,SCOHRHO
-4.615292574,3.066244033,0.165153123,SCOHRHO
-4.452837631,3.018151589,0.163342261,SCOHRHO
-4.592148557,3.074144882,0.168190696,SCOHRHO
-4.638919541,3.094203599,0.160289256,SCOHRHO
-4.671016945,3.051827511,0.154099283,SCOHRHO
-4.8017136,3.010647085,0.163082626,SCOHRHO
-4.509331425,3.026625163,0.170123253,SCOHRHO
-4.5349609,3.086172427,0.154261298,SCOHRHO
-4.543182885,3.063213976,0.168467734,SCOHRHO
-4.546413307,3.061841089,0.161007882,SCOHRHO
-4.87516087,3.052312585,0.160930664,SCOHRHO
-4.705476057,3.068364055,0.168220596,SCOHRHO
-4.587301951,3.051962874,0.168129477,SCOHRHO
-4.696936404,3.066244033,0.158691907,SCOHRHO
-4.413880352,3.023168627,0.159701451,SCOHRHO
-4.543182885,2.9960965,0.168479873,SCOHRHO
-4.623069856,3.062038713,0.160165118,SCOHRHO
-4.569513337,3.113137028,0.16537517,SCOHRHO
-4.540716488,3.066244033,0.161132397,SCOHRHO
-4.590458413,3.020043397,0.164771254,SCOHRHO
-4.43919087,3.097354601,0.15783918,SCOHRHO
-4.737962329,3.061455372,0.164224656,SCOHRHO
-4.71155778,3.080451116,0.163123703,SCOHRHO
-4.573555198,3.062630342,0.168871631,SCOHRHO
-4.543182885,3.030910175,0.153171305,SCOHRHO
-4.497640654,3.067221042,0.168596915,SCOHRHO
-4.69273674,3.067065323,0.168266456,SCOHRHO
-4.635711766,3.066943145,0.158827092,SCOHRHO
-4.392347264,3.020843501,0.163758421,SCOHRHO
-4.709431722,3.072099871,0.170200988,SCOHRHO
-4.697364679,3.06209961,0.158498837,SCOHRHO
-4.715751611,3.068549644,0.160389578,SCOHRHO
-4.543182885,3.125829754,0.175122872,SCOHRHO
-4.048076539,3.118544706,0.12062291,SCORNOT
-3.95910559,3.077347433,0.122800332,SCORNOT
-4.103690307,3.197229218,0.125153014,SCORNOT
-4.131036571,3.048871838,0.110259856,SCORNOT
-4.029800883,3.105805793,0.129452991,SCORNOT
-4.155099006,2.993955667,0.12331776,SCORNOT
-4.152966904,3.063986186,0.121818459,SCORNOT
-4.08727133,3.011405357,0.121518323,SCORNOT
-3.94900426,3.077355315,0.1145201,SCORNOT
-4.070055772,3.149970977,0.110928231,SCORNOT
-3.955507922,3.114779287,0.115401365,SCORNOT
-4.016240777,3.069795709,0.123122602,SCORNOT
-4.135716727,3.045580149,0.115391874,SCORNOT
-4.091337933,3.076408291,0.118518041,SCORNOT
-4.252315244,3.077032435,0.120036817,SCORNOT
-3.923874334,3.076836536,0.117080206,SCORNOT
-4.157749593,3.12819814,0.122868644,SCORNOT
-3.928335899,3.050740925,0.111419288,SCORNOT
-4.172185202,3.06362097,0.115644075,SCORNOT
-4.157195426,3.038971691,0.12727048,SCORNOT
-4.332258559,3.089915027,0.118443575,SCORNOT
-3.993521214,3.125823388,0.114093849,SCORNOT
-4.284724016,3.114216323,0.118187775,SCORNOT
-4.154613964,3.153262124,0.123369284,SCORNOT
-3.988609527,3.107986987,0.121958199,SCORNOT
-3.940866854,3.069365532,0.110934254,SCORNOT
-4.042842621,3.071526418,0.126375869,SCORNOT
-4.157818607,3.128004938,0.113670284,SCORNOT
-4.154826497,3.076958474,0.110377283,SCORNOT
-3.913112152,3.094929703,0.123394846,SCORNOT
-4.151777155,3.051144497,0.123027909,SCORNOT
-4.15856356,3.077010684,0.118234122,SCORNOT
-4.344899159,3.077006602,0.11442768,SCORNOT
-4.210726067,3.076904371,0.125924321,SCORNOT
-4.154312643,3.003434253,0.111546273,SCORNOT
-3.95677952,3.077241094,0.121561919,SCORNOT
-4.155777047,3.060732409,0.123424602,SCORNOT
-4.145139928,3.076724651,0.107093595,SCORNOT
-4.126686001,3.062739038,0.123163477,SCORNOT
-3.948590348,3.077132181,0.108674846,SCORNOT
-4.172186776,3.076442413,0.121890484,SCORNOT
-4.154508575,3.076897386,0.111095219,SCORNOT
-4.151718949,3.042014404,0.110349108,SCORNOT
-4.15469766,3.027872694,0.122577579,SCORNOT
-4.157833521,3.076721575,0.126463911,SCORNOT
-4.225384346,3.077096073,0.126213557,SCORNOT
-4.154581405,3.024622699,0.123394933,SCORNOT
-4.168521179,3.067086001,0.117201755,SCORNOT
-4.256472475,3.044393679,0.122740108,SCORNOT
-4.15522755,3.077189751,0.129164623,SCORNOT
-4.157884895,3.064386009,0.123374825,SCORNOT
-4.006399577,2.998113189,0.123375098,SCORNOT
-4.112671477,3.041257854,0.113490675,SCORNOT
-4.300022448,3.056067668,0.11600917,SCORNOT
-4.068041062,3.068593515,0.122771647,SCORNOT
-4.022219005,3.027978453,0.111545872,SCORNOT
-4.196316102,3.076700223,0.123388433,SCORNOT
-4.128445467,3.11990602,0.114116961,SCORNOT
-4.004045476,3.077277156,0.135926357,SCORNOT
-4.110359887,3.077046606,0.123905312,SCORNOT
-4.057274796,3.118126568,0.131420711,SCORNOT
-4.154624756,3.076953175,0.114528623,SCORNOT
-4.151240484,3.076865047,0.123252775,SCORNOT
-4.178204111,3.047953436,0.103717234,SCORNOT
-4.178475251,3.077656876,0.11545961,SCORNOT
-3.945304983,3.133685684,0.113474459,SCORNOT
-4.152556719,3.060408131,0.107903777,SCORNOT
-4.271904618,3.076569313,0.133489774,SCORNOT
-4.185801582,3.086420633,0.122154824,SCORNOT
-4.224303287,2.995501708,0.123312253,SCORNOT
-4.06608771,3.077944966,0.113833106,SCORNOT
-3.843634416,3.083579226,0.130329343,SCORNOT
-4.312520963,3.064063243,0.125883857,SCORNOT
-4.157258278,3.053300789,0.122401021,SCORNOT
-4.16747198,3.063479005,0.114626345,SCORNOT
-4.15369816,3.077211163,0.123347821,SCORNOT
-4.127434586,3.077509514,0.112654976,SCORNOT
-4.12203989,3.073847641,0.106689669,SCORNOT
-4.129086061,3.077197873,0.123314899,SCORNOT
-4.155666603,3.093980128,0.134516066,SCORNOT
-4.055772886,3.076659148,0.121906065,SCORNOT
-4.232550657,3.09335039,0.120334697,SCORNOT
-4.15071809,3.061673086,0.123390897,SCORNOT
-4.043775762,3.076921154,0.112614533,SCORNOT
-4.157925034,3.031768503,0.125093617,SCORNOT
-4.156887777,3.077154943,0.126858214,SCORNOT
-4.003952631,3.058755461,0.11132496,SCORNOT
-4.137392766,3.085665666,0.116100542,SCORNOT
-4.1548929,3.076706694,0.12459616,SCORNOT
-4.302620966,3.042464995,0.114474695,SCORNOT
-4.158494313,3.077822711,0.123273462,SCORNOT
-4.157916334,3.02652083,0.114345826,SCORNOT
-4.04274572,3.110980221,0.111018598,SCORNOT
-4.089048216,3.077561892,0.123293509,SCORNOT
-4.024335129,3.08586977,0.124646513,SCORNOT
-4.054644406,3.081984858,0.108681676,SCORNOT
-4.050946223,3.06313235,0.126426808,SCORNOT
-4.230062136,3.077174107,0.114011126,SCORNOT
-4.237485343,3.119843257,0.119359266,SCORNOT
-4.153983394,3.072209541,0.130631601,SCORNOT
-1.247150053,2.708248921,0.120104856,SEPIOFF
-1.292362761,2.702116717,0.119327288,SEPIOFF
-1.213095666,2.70071365,0.11955405,SEPIOFF
-1.250722156,2.696351217,0.118306026,SEPIOFF
-1.244158023,2.702293048,0.120272405,SEPIOFF
-1.26757381,2.701723896,0.120061047,SEPIOFF
-1.285270886,2.68413329,0.118414908,SEPIOFF
-1.264450267,2.670541001,0.119699529,SEPIOFF
-1.287215408,2.702458437,0.118437879,SEPIOFF
-1.301745781,2.686330416,0.119258123,SEPIOFF
-1.301976503,2.671532426,0.117420216,SEPIOFF
-1.281535467,2.702636224,0.120162776,SEPIOFF
-1.268474144,2.713467271,0.120086415,SEPIOFF
-1.26921276,2.699100794,0.121080109,SEPIOFF
-1.274645621,2.684814242,0.118851963,SEPIOFF
-1.287846071,2.700647471,0.118309228,SEPIOFF
-1.308003304,2.6963558,0.121678757,SEPIOFF
-1.251118671,2.681739043,0.118456876,SEPIOFF
-1.275985705,2.690266038,0.118639358,SEPIOFF
-1.291429156,2.691994592,0.118317341,SEPIOFF
-1.289669312,2.697425605,0.119318314,SEPIOFF
-1.278936126,2.694226852,0.120459881,SEPIOFF
-1.28777532,2.697546328,0.119320832,SEPIOFF
-1.303376957,2.697833946,0.120775295,SEPIOFF
-1.299298754,2.676683958,0.118676413,SEPIOFF
-1.251855937,2.707195369,0.118329591,SEPIOFF
-1.36022314,2.688700598,0.120401431,SEPIOFF
-1.267950245,2.688158416,0.1182712,SEPIOFF
-1.294926104,2.688248065,0.120186587,SEPIOFF
-1.274431593,2.672059446,0.118876751,SEPIOFF
-1.288096741,2.668088229,0.119810921,SEPIOFF
-1.283952908,2.70865984,0.119456776,SEPIOFF
-1.285846998,2.709006455,0.117593409,SEPIOFF
-1.303009723,2.706953567,0.119933322,SEPIOFF
-1.306718065,2.703843013,0.11773355,SEPIOFF
-1.273596646,2.689962274,0.11809569,SEPIOFF
-1.282511065,2.698911581,0.1186205,SEPIOFF
-1.289348738,2.697848712,0.117708144,SEPIOFF
-1.292114534,2.688805067,0.119472701,SEPIOFF
-1.272976588,2.665234983,0.119851309,SEPIOFF
-1.272494274,2.695894183,0.116681742,SEPIOFF
-1.284396363,2.691032936,0.119501331,SEPIOFF
-1.301426761,2.690372651,0.117299628,SEPIOFF
-1.279100886,2.708079015,0.118291516,SEPIOFF
-1.295734167,2.692071769,0.120586912,SEPIOFF
-1.29666485,2.713651066,0.119644949,SEPIOFF
-1.280550032,2.687129652,0.120207884,SEPIOFF
-1.280883422,2.699106594,0.119764953,SEPIOFF
-1.259000405,2.715179675,0.119483565,SEPIOFF
-1.286784171,2.70884478,0.117528531,SEPIOFF
-1.273707021,2.701842702,0.119638364,SEPIOFF
-1.273745912,2.690823185,0.119781543,SEPIOFF
-1.276058551,2.704175267,0.118809036,SEPIOFF
-1.277519495,2.709138548,0.119283252,SEPIOFF
-1.296048916,2.695143577,0.118861799,SEPIOFF
-1.251622914,2.691975004,0.118780213,SEPIOFF
-1.268454237,2.68260465,0.120468312,SEPIOFF
-1.269488931,2.687096781,0.120921178,SEPIOFF
-1.266393085,2.688799077,0.120515655,SEPIOFF
-1.304505336,2.686341972,0.118686957,SEPIOFF
-1.288232442,2.707232216,0.11886166,SEPIOFF
-1.293164931,2.690786817,0.120962682,SEPIOFF
-1.300061388,2.69447608,0.119760545,SEPIOFF
-1.293129054,2.656209018,0.119464326,SEPIOFF
-1.270731211,2.698377404,0.118159527,SEPIOFF
-1.281855171,2.685455728,0.118526898,SEPIOFF
-1.287645666,2.703225693,0.117698131,SEPIOFF
-1.282038547,2.704622429,0.119122932,SEPIOFF
-1.247688755,2.678016707,0.120637775,SEPIOFF
-1.274993173,2.684757566,0.119705457,SEPIOFF
-1.269178443,2.708564875,0.118986636,SEPIOFF
-1.271828227,2.709479512,0.118864082,SEPIOFF
-1.359272333,2.703617415,0.117452773,SEPIOFF
-1.166686601,2.686424576,0.119469011,SEPIOFF
-1.270522175,2.708453679,0.121172328,SEPIOFF
-1.322951852,2.693966893,0.11767797,SEPIOFF
-1.304691453,2.687968932,0.120211527,SEPIOFF
-1.256192004,2.67257152,0.119727872,SEPIOFF
-1.290706649,2.694102839,0.11942617,SEPIOFF
-1.308583687,2.707182194,0.117539323,SEPIOFF
-1.255158323,2.705180272,0.119431444,SEPIOFF
-1.27676835,2.692133299,0.121064981,SEPIOFF
-1.262677797,2.690901971,0.119453196,SEPIOFF
-1.293129101,2.685836813,0.12054228,SEPIOFF
-1.255248495,2.691658748,0.118244394,SEPIOFF
-1.271574913,2.671153457,0.11873305,SEPIOFF
-1.297174532,2.697541903,0.119417559,SEPIOFF
-1.268690199,2.696608225,0.120740718,SEPIOFF
-1.272257749,2.700815777,0.119688412,SEPIOFF
-1.263847771,2.694481518,0.120261741,SEPIOFF
-1.266591136,2.688750522,0.119107378,SEPIOFF
-1.287306825,2.704560462,0.119508797,SEPIOFF
-1.288144019,2.671792024,0.119238053,SEPIOFF
-1.28718086,2.711906672,0.11888329,SEPIOFF
-1.276482788,2.704984792,0.121128163,SEPIOFF
-1.300568149,2.691275662,0.119265923,SEPIOFF
-1.295458998,2.704498884,0.119644315,SEPIOFF
-1.262020091,2.689237343,0.118864885,SEPIOFF
-1.301415287,2.689721589,0.116740726,SEPIOFF
-1.284059696,2.682822385,0.119476503,SEPIOFF
-4.254846705,3.115141323,0.143926836,SERAHEP
-4.147397187,3.088761083,0.145839165,SERAHEP
-4.464805044,3.106645529,0.162435827,SERAHEP
-3.952120683,3.055677058,0.152200047,SERAHEP
-4.383229686,3.126869492,0.154595426,SERAHEP
-4.195194506,3.045652053,0.14053616,SERAHEP
-4.059817993,2.969939574,0.1653831,SERAHEP
-3.856671183,3.137696464,0.177268601,SERAHEP
-4.419146174,3.091188158,0.149112244,SERAHEP
-4.015052544,3.003540751,0.149552265,SERAHEP
-3.785703029,3.129798671,0.156776796,SERAHEP
-4.005163326,2.998122605,0.14038502,SERAHEP
-4.414772261,2.962543634,0.149030511,SERAHEP
-4.228084706,2.959068464,0.127043904,SERAHEP
-4.177712909,3.02869771,0.151706996,SERAHEP
-3.982716074,2.918533977,0.143439556,SERAHEP
-4.267382789,3.162391661,0.145669742,SERAHEP
-4.132046641,3.17448163,0.156019625,SERAHEP
-3.855618286,3.0814819,0.153939743,SERAHEP
-3.672341227,2.927268034,0.146609039,SERAHEP
-4.122640293,2.980837474,0.160719091,SERAHEP
-4.035276044,2.944760353,0.14503208,SERAHEP
-4.143970669,3.216387808,0.158304483,SERAHEP
-4.303830372,3.114965282,0.140696056,SERAHEP
-3.635391318,2.979868412,0.174883962,SERAHEP
-4.510619276,2.919803289,0.184229657,SERAHEP
-4.315301837,3.117457424,0.145385386,SERAHEP
-4.292990452,2.958831065,0.141419453,SERAHEP
-3.676476907,2.74884215,0.154281291,SERAHEP
-3.705212781,3.108403363,0.150797413,SERAHEP
-3.826169499,3.262503251,0.15450076,SERAHEP
-4.307875747,3.115585379,0.159312774,SERAHEP
-4.177241766,2.884205831,0.152904694,SERAHEP
-4.211677964,3.00738412,0.155051331,SERAHEP
-4.111753556,2.788092179,0.153884568,SERAHEP
-4.241836064,3.102819827,0.152779391,SERAHEP
-4.012053208,3.08107747,0.150780527,SERAHEP
-4.39866851,3.038082072,0.15410642,SERAHEP
-4.026224307,2.964837836,0.15286966,SERAHEP
-3.927891205,2.949698588,0.161570286,SERAHEP
-3.947915847,2.867886696,0.142751719,SERAHEP
-4.049204083,3.131542232,0.146213986,SERAHEP
-4.279000021,3.00415508,0.159896579,SERAHEP
-4.166257401,2.836948505,0.143990553,SERAHEP
-4.498994154,2.991673296,0.145682443,SERAHEP
-3.953701722,2.877517967,0.150737715,SERAHEP
-4.110266465,3.038243594,0.14855026,SERAHEP
-4.197323711,2.949032091,0.154596032,SERAHEP
-4.023477272,3.165895425,0.140454835,SERAHEP
-4.443734783,3.217930234,0.172894658,SERAHEP
-4.205464786,3.099901022,0.149139812,SERAHEP
-4.105602349,3.050346787,0.137269458,SERAHEP
-4.090203239,2.893697771,0.157737557,SERAHEP
-4.38641992,2.94360679,0.156176521,SERAHEP
-4.248841778,3.133421594,0.151762661,SERAHEP
-4.335801852,3.245592429,0.164126645,SERAHEP
-4.111585844,3.024097952,0.153168625,SERAHEP
-4.062818192,3.087629642,0.140485822,SERAHEP
-4.397976056,3.031360553,0.14851539,SERAHEP
-4.13849657,3.304818426,0.150108335,SERAHEP
-4.163097527,3.162734926,0.156666054,SERAHEP
-3.795923594,3.095435109,0.147743438,SERAHEP
-4.222144394,2.966591948,0.141862858,SERAHEP
-4.24645098,3.236295415,0.156522676,SERAHEP
-3.865829967,3.131475568,0.153693929,SERAHEP
-4.183290574,3.058055813,0.155153058,SERAHEP
-4.041468587,2.811451129,0.150827751,SERAHEP
-4.171036388,3.003479709,0.149190923,SERAHEP
-4.297742406,3.097478563,0.133579747,SERAHEP
-4.007570719,3.008978876,0.14978569,SERAHEP
-4.328651733,3.085009016,0.15105254,SERAHEP
-4.197503072,3.002512037,0.160705919,SERAHEP
-3.788520958,2.951930157,0.167254027,SERAHEP
-4.174033795,2.947717864,0.145246434,SERAHEP
-3.712981115,3.056126313,0.153128894,SERAHEP
-4.448285167,2.872433529,0.165181761,SERAHEP
-4.45331511,3.152172181,0.152687954,SERAHEP
-4.210603755,2.801460661,0.157921638,SERAHEP
-3.953099317,3.029848039,0.170369391,SERAHEP
-4.301470686,3.039430208,0.146668168,SERAHEP
-4.098280844,2.891521126,0.149770858,SERAHEP
-4.103628779,2.993297772,0.167594916,SERAHEP
-4.302178143,3.121192371,0.167034702,SERAHEP
-4.092657982,3.133444233,0.15292232,SERAHEP
-4.040013963,2.999322657,0.160609992,SERAHEP
-4.073796838,2.947279047,0.150809136,SERAHEP
-4.320796005,3.03273731,0.137214855,SERAHEP
-4.319993595,3.077605148,0.138025362,SERAHEP
-4.33521342,2.889380165,0.151068919,SERAHEP
-3.883418294,3.115768591,0.152052494,SERAHEP
-4.397019686,3.055694269,0.142679188,SERAHEP
-4.263470898,3.095278208,0.150434409,SERAHEP
-4.080955691,2.895639483,0.16430298,SERAHEP
-3.915933258,3.120028223,0.155600372,SERAHEP
-4.167371618,3.053096059,0.176871717,SERAHEP
-4.146910567,3.015343161,0.143965065,SERAHEP
-4.712049971,2.827351722,0.171660304,SERAHEP
-4.076595867,3.144321188,0.158431132,SERAHEP
-4.225511297,3.039990863,0.154418678,SERAHEP
-4.143502938,3.02871794,0.147942588,SERAHEP
